method,precision_at_3,recall_at_3,ndcg_at_3,mrr,map,evaluated_papers,precision_at_5,recall_at_5,ndcg_at_5,precision_at_10,recall_at_10,ndcg_at_10
learned_ranker,0.06032719836400817,0.06421267893660532,0.07343156853621481,0.16822541475948083,0.08251289999413824,652,0.05030674846625768,0.0895961145194274,0.08221049692123501,0.04171779141104295,0.14946319018404908,0.10778831758276239
